chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.d14_WT1	c2.d14_WT2	c3.d14_WT3	c4.d14_WT4	t1.d14_HOM1	t2.d14_HOM2	t3.d14_HOM3	t4.d14_HOM4	logFC	logCPM	PValue	FDR
12	-	chr12:112772193-112802656	ENSMUSG00000072812	Ahnak2	protein_coding	[112772197]	1	109	15.7	28	14.2	14.9	12.4	9.4	8.7	8.1	-0.981846172466214	4.04842640219086	0.00621711326175195	0.490054810043977
8	-	chr8:94674894-94696241	ENSMUSG00000031775	Pllp	protein_coding	[94675443]	1	119	33.1	21.2	20.4	11.5	16.5	8.4	9.8	10.1	-0.919992456636608	4.17549015597801	0.0062868165652224	0.491419494848218
7	-	chr7:118380716-118448189	ENSMUSG00000058420	Syt17	protein_coding	[118380717]	1	742	139.3	124.2	111.9	103.5	124	55.4	81.9	64.6	-0.565814028777083	6.66947244885003	0.00671769925094568	0.520760487387359
14	+	chr14:25694153-25700467	ENSMUSG00000021868	Ppif	protein_coding	[25700463]	1	759	76.6	94.7	86.1	85.1	117.1	148.5	95	106	0.431013612211251	6.69452497861815	0.00708789828343769	0.542519768415228
15	-	chr15:97675104-97705821	ENSMUSG00000022466	Rpap3	protein_coding	[97675103]	1	531	54	64.4	55.9	67.8	74.4	93	81.9	75.7	0.416981931208365	6.19426957731433	0.00711406519350459	0.542519768415228
18	+	chr18:31804056-31908986	ENSMUSG00000024400	Wdr33	protein_coding	[31834086]	1	118	22.6	19.7	20.4	16.1	8.3	11.5	9.8	16.1	-0.733577972174785	4.15729308633912	0.0074669451924826	0.56397611097901
4	-	chr4:128773087-128806044	ENSMUSG00000028799	Zfp362	protein_coding	[128773085]	1	284	26.1	31.8	30.2	33.3	31.7	56.5	44.8	46.4	0.561473053841725	5.32477048257203	0.00759345013136222	0.56397611097901
2	-	chr2:170346990-170427844	ENSMUSG00000013523	Bcas1	protein_coding	[170347147]	1	228	48.8	48.5	35.5	23	30.3	30.3	14.2	12.1	-0.852226732780408	5.01852742990618	0.00763384409255582	0.56397611097901
4	-	chr4:96568428-96591577	ENSMUSG00000015224	Cyp2j9	protein_coding	[96568432]	1	89	10.4	10.6	7.1	4.6	22	17.8	12	13.1	0.947360813719788	3.81706804568128	0.00766351307529308	0.56397611097901
2	+	chr2:181187246-181188770	ENSMUSG00000016344	Ppdpf	protein_coding	[181188505]	1	203	12.2	18.2	24.9	21.8	22	53.3	26.2	34.3	0.791760143295616	4.86966406703334	0.0077457203787691	0.56397611097901
19	+	chr19:4097181-4099018	ENSMUSG00000024856	Cdk2ap2	protein_coding	[4099009]	1	280	26.1	31	27.5	35.6	34.4	51.2	54.6	38.4	0.568892360700818	5.30935369287626	0.00775617466058553	0.56397611097901
4	+	chr4:101419276-101466994	ENSMUSG00000028527	Ak4	protein_coding	[101466992]	1	388	87.1	63.6	48.8	57.5	59.2	34.5	39.3	37.3	-0.578628534986951	5.76686174077681	0.00784845411523843	0.564075435239407
7	-	chr7:143778364-143784499	ENSMUSG00000048965	Mrgpre	protein_coding	[143778364]	1	208	45.3	28	28.4	39.1	23.4	16.7	22.9	25.2	-0.610957393193568	4.91308378806153	0.00787781258170173	0.564075435239407
2	+	chr2:92915097-92956057	ENSMUSG00000027220	Syt13	protein_coding	[92955850, 92955723, 92956054]	3	1201	200.3	175.7	167	182.8	144.7	128.6	157.3	136.3	-0.347443470328018	7.35020840100727	0.00825001909811049	0.586251357123306
5	-	chr5:132015609-132022933	ENSMUSG00000105985	RP23-378O9.1	TEC	[132018466]	1	149	13.9	14.4	10.7	23	26.2	23	27.3	24.2	0.717598436304944	4.47280753589294	0.00844770293227392	0.595785364697214
3	+	chr3:96221118-96223737	ENSMUSG00000068854	Hist2h2be	protein_coding	[96223737]	1	196	29.6	25	39.1	32.2	20.7	18.8	20.8	22.2	-0.604043992550143	4.8217009784271	0.00868136730229752	0.607695711160826
5	+	chr5:30868011-30879179	ENSMUSG00000038828	Tmem214	protein_coding	[30877461]	1	152	7	18.9	16	18.4	24.8	23	26.2	25.2	0.616802250874085	4.48683792536301	0.00885122702389981	0.614996366549483
11	-	chr11:60199088-60222580	ENSMUSG00000020538	Srebf1	protein_coding	[60199598]	1	468	76.6	73.5	64.8	72.4	64.8	48.1	48.1	54.5	-0.418110930430248	6.01585384145596	0.00896491777035043	0.618315652102111
7	-	chr7:127017530-127021210	ENSMUSG00000045114	Prrt2	protein_coding	[127017542]	1	2253	390.1	313.5	355.2	329.9	336.2	203.9	274.1	240.2	-0.398030841942165	8.25893112961107	0.00905920966895816	0.620258297042537
X	+	chrX:73787027-73790829	ENSMUSG00000002014	Ssr4	protein_coding	[73790823]	1	457	54	52.3	53.3	49.4	59.2	80.5	77.5	63.6	0.435883013363217	5.9863512970572	0.00928776896035345	0.621279417714089
11	-	chr11:100780730-100850723	ENSMUSG00000020919	Stat5b	protein_coding	[100780732]	1	227	41.8	34.1	39.1	31	28.9	17.8	27.3	24.2	-0.567671711539568	5.02110429976795	0.0093272560309683	0.621279417714089
11	+	chr11:74830919-74845724	ENSMUSG00000000282	Mnt	protein_coding	[74845708]	1	201	17.4	25	23.1	16.1	41.3	39.7	21.8	30.3	0.644508814285459	4.85992218374374	0.00937383464934335	0.621279417714089
9	+	chr9:110243782-110262575	ENSMUSG00000032482	Cspg5	protein_coding	[110262569]	1	7859	1360.1	1109.4	1230	1136.9	1167	686.9	965.5	858.9	-0.395120257589079	10.0566786502664	0.00939194828555144	0.621279417714089
7	+	chr7:19508669-19516144	ENSMUSG00000002043	Trappc6a	protein_coding	[19509461]	1	76	10.4	13.6	12.4	14.9	4.1	9.4	5.5	8.1	-0.899211443570884	3.61378099990683	0.00962075070622765	0.621279417714089
8	+	chr8:122443655-122445646	ENSMUSG00000103515	9330133O14Rik	pseudogene	[122446472]	1	202	40.1	29.5	33.7	27.6	19.3	24	19.7	23.2	-0.553356162188736	4.86411671739397	0.00966340743842802	0.621279417714089
3	+	chr3:88200622-88203480	ENSMUSG00000097428	AW047730	processed_transcript	[88203479]	1	434	97.5	61.3	58.6	72.4	45.5	27.2	65.5	49.5	-0.59609157115227	5.924442627586	0.00969004420035611	0.621279417714089
7	+	chr7:16401195-16437693	ENSMUSG00000059273	Zc3h4	protein_coding	[16437689]	1	909	120.2	109	94.1	104.6	124	160	148.5	121.1	0.387044293304459	6.96016536963152	0.00972623719362427	0.621279417714089
15	-	chr15:98903920-98918230	ENSMUSG00000022999	Lmbr1l	protein_coding	[98903919]	1	202	17.4	22	22.2	25.3	30.3	34.5	36	28.3	0.546082572005306	4.86824563829964	0.00982652764543912	0.621279417714089
13	-	chr13:68620042-68999540	ENSMUSG00000021536	Adcy2	protein_coding	[68620061]	1	396	66.2	57.6	58.6	62.1	48.2	45	48.1	40.4	-0.415370808959076	5.78476527599487	0.00991980025123002	0.621279417714089
11	+	chr11:75486815-75509448	ENSMUSG00000020850	Prpf8	protein_coding	[75509445]	1	1935	198.5	268.1	206	235.7	304.5	295.9	282.9	269.5	0.331343902654208	8.02356103243251	0.00993919287014148	0.621279417714089
11	+	chr11:44617316-45008090	ENSMUSG00000057098	Ebf1	protein_coding	[44692417, 44645714, 45007003, 44723717]	4	757	67.9	97.7	92.4	81.6	90.9	137	116.9	111	0.403854691141555	6.67959444798936	0.00995736095744222	0.621279417714089
19	+	chr19:57452905-57491004	ENSMUSG00000025086	Trub1	protein_coding	[57491002]	1	123	15.7	11.4	9.8	14.9	19.3	20.9	17.5	25.2	0.75135177950772	4.22410546220073	0.00996909544761514	0.621279417714089
1	+	chr1:153899943-153909722	ENSMUSG00000026473	Glul	protein_coding	[153909657, 153908798]	2	2998	491.1	442.2	459.1	409.3	439.5	326.2	330.9	328	-0.340623107159905	8.66047073052487	0.0100014064045658	0.621279417714089
3	-	chr3:95307176-95315126	ENSMUSG00000093424	6330562C20Rik	antisense	[95311378]	1	88	20.9	13.6	14.2	13.8	11	6.3	7.6	9.1	-0.825130716614462	3.79956394990765	0.0101101990858109	0.623905706742802
9	-	chr9:20667985-20728218	ENSMUSG00000032172	Olfm2	protein_coding	[20667692]	1	2216	334.4	319.6	333.9	358.7	283.8	178.8	251.2	309.9	-0.395972125673231	8.22004841101285	0.0102520439931096	0.628524004283451
11	+	chr11:80089399-80135793	ENSMUSG00000017550	Atad5	protein_coding	[80135774]	1	89	10.4	4.5	6.2	13.8	13.8	19.9	15.3	15.1	0.990720147973823	3.82257023942038	0.0104438973805977	0.635269390727311
10	+	chr10:62998778-62999688	ENSMUSG00000084985	Gm16135	antisense	[63004435]	1	71	5.2	7.6	6.2	4.6	8.3	19.9	15.3	8.1	1.07468790920323	3.54046691882562	0.0104975219150035	0.635269390727311
13	-	chr13:58391141-58403342	ENSMUSG00000021546	Hnrnpk	protein_coding	[58391238]	1	6260	766.2	706.5	778	794.4	825.3	939.9	962.2	949.8	0.274408000559677	9.71852136967657	0.0105996433633162	0.637337530435298
8	-	chr8:105713853-105758663	ENSMUSG00000013150	Gfod2	protein_coding	[105744208, 105716110]	2	198	15.7	21.2	24	20.7	20.7	35.5	31.7	38.4	0.612750717254086	4.83507356347334	0.0107679075597273	0.637934004118761
16	+	chr16:17797281-17808286	ENSMUSG00000012017	Scarf2	protein_coding	[17808291]	1	94	20.9	19.7	9.8	14.9	8.3	8.4	9.8	9.1	-0.831008835434613	3.87532102663632	0.010841220003604	0.637934004118761
13	+	chr13:81711416-81753274	ENSMUSG00000051098	Mblac2	protein_coding	[81753265, 81750483]	2	1108	195	157.5	173.2	152.9	133.7	160	118	103	-0.391133105120555	7.23538574529522	0.0109962798210588	0.637934004118761
3	+	chr3:89773615-89783999	ENSMUSG00000042572	Ube2q1	protein_coding	[89783968]	1	796	101	115.9	125.2	132.2	92.3	76.3	100.5	97.9	-0.381422600255903	6.751956247924	0.0110277515218083	0.637934004118761
9	+	chr9:44134468-44142726	ENSMUSG00000032135	Mcam	protein_coding	[44142719]	1	492	94	76.5	72.8	71.3	63.4	37.6	40.4	74.7	-0.529096227901179	6.08713593876888	0.0110510032975087	0.637934004118761
3	+	chr3:151437886-151545085	ENSMUSG00000039167	Adgrl4	protein_coding	[151545079]	1	362	64.4	52.3	53.3	57.5	49.6	39.7	41.5	34.3	-0.451009990259171	5.66435998022516	0.0110758207534137	0.637934004118761
17	-	chr17:43641899-43667014	ENSMUSG00000023912	Slc25a27	protein_coding	[43640634]	1	279	41.8	45.4	48.8	41.4	37.2	15.7	24	40.4	-0.617657981590545	5.29287516554916	0.011220335341325	0.637934004118761
18	-	chr18:15389393-15403683	ENSMUSG00000024411	Aqp4	protein_coding	[15389396, 15392838]	2	693	134.1	137.8	96.8	85.1	121.3	50.2	73.2	48.4	-0.644982674912858	6.56557951819193	0.0112443354011029	0.637934004118761
17	-	chr17:94759943-94834798	ENSMUSG00000066057	Gm1976	lincRNA	[94814738]	1	53	3.5	6.8	2.7	3.4	5.5	15.7	10.9	7.1	1.18069833572375	3.20487291338352	0.0113097813485462	0.637934004118761
9	+	chr9:108808367-108818843	ENSMUSG00000032598	Nckipsd	protein_coding	[108818451]	1	69	3.5	6.8	7.1	6.9	9.6	11.5	9.8	17.2	0.918602424172093	3.50598729325318	0.011324354919819	0.637934004118761
5	+	chr5:138106906-138107107	ENSMUSG00000106102	RP23-147H4.1	processed_pseudogene	[138107819]	1	227	19.2	27.3	23.1	26.4	31.7	45	27.3	40.4	0.565176771688797	5.02048378369354	0.0114124420742266	0.637934004118761
3	-	chr3:142239589-142395695	ENSMUSG00000028273	Pdlim5	protein_coding	[142239591]	1	201	33.1	37.9	31.1	24.1	20.7	25.1	18.6	20.2	-0.592351014472461	4.84738763815505	0.0114256836558584	0.637934004118761
2	-	chr2:164777160-164779966	ENSMUSG00000017300	Tnnc2	protein_coding	[164777163]	1	74	10.4	5.3	0	1.1	33.1	7.3	1.1	28.3	2.11257755404047	3.60543170196587	0.0116526587838049	0.64477432226427
5	-	chr5:97082328-97111595	ENSMUSG00000055725	Paqr3	protein_coding	[97093271]	1	224	17.4	22.7	10.7	36.8	33.1	55.4	27.3	38.4	0.823493431175816	5.01238833451059	0.0116856753502053	0.64477432226427
4	+	chr4:153957236-153961924	ENSMUSG00000047613	A430005L14Rik	protein_coding	[153961911]	1	207	34.8	29.5	32.9	34.5	15.2	24	24	25.2	-0.522284642216531	4.89437577764757	0.0118981112105747	0.646929998259972
7	-	chr7:84585158-84606721	ENSMUSG00000030630	Fah	protein_coding	[84585172]	1	49	8.7	2.3	4.4	2.3	9.6	7.3	14.2	7.1	1.25559947652358	3.12833782634908	0.0119838993690152	0.646929998259972
11	-	chr11:106394649-106487851	ENSMUSG00000020715	Ern1	protein_coding	[106394651]	1	100	10.4	13.6	10.7	3.4	15.2	18.8	16.4	17.2	0.760262948863282	3.95320147302609	0.0120595038914241	0.646929998259972
12	+	chr12:100110185-100123363	ENSMUSG00000021178	Psmc1	protein_coding	[100114870]	1	87	15.7	11.4	19.5	13.8	2.8	11.5	8.7	8.1	-0.883167752942834	3.7792138341673	0.0120774316554735	0.646929998259972
10	+	chr10:60002804-60099989	ENSMUSG00000044475	Ascc1	protein_coding	[60099984]	1	244	61	31.8	36.4	35.6	23.4	23	30.6	28.3	-0.57124994256844	5.13033507508244	0.0122070760633663	0.646929998259972
7	+	chr7:12922289-12926685	ENSMUSG00000012848	Rps5	protein_coding	[12926684]	1	8796	956.1	1163.9	980.5	1078.3	1187.7	1525.3	1285.5	1180.9	0.308338795869922	10.1955364006512	0.0122356721757185	0.646929998259972
13	+	chr13:16011850-16027210	ENSMUSG00000041324	Inhba	protein_coding	[16031607]	1	106	8.7	9.8	6.2	14.9	27.6	10.5	14.2	25.2	0.949755477004866	4.03784361267738	0.0122718126889383	0.646929998259972
5	-	chr5:48389501-49524906	ENSMUSG00000029088	Kcnip4	protein_coding	[48389502]	1	195	19.2	18.9	22.2	24.1	28.9	36.6	33.9	26.2	0.575163931165506	4.82395204359685	0.0124542079900172	0.646929998259972
1	-	chr1:162670724-162740555	ENSMUSG00000040225	Prrc2c	protein_coding	[162670722]	1	60	15.7	6.1	11.5	12.6	5.5	5.2	5.5	5	-0.990124212742814	3.35006484736702	0.0124553228956249	0.646929998259972
6	+	chr6:45073565-45074793	ENSMUSG00000107729	RP23-477A19.5	TEC	[45077401]	1	54	7	6.1	5.3	0	11	10.5	6.6	12.1	1.09880302683888	3.22833280996623	0.012465047739446	0.646929998259972
7	+	chr7:127967456-127982367	ENSMUSG00000030795	Fus	protein_coding	[127982028]	1	44863	4672.3	5572.8	4487.5	5313.4	8133.4	3843.1	8547.6	7813.1	0.499194433989094	12.5626935929945	0.0124834040175965	0.646929998259972
7	-	chr7:118104377-118116185	ENSMUSG00000008683	Rps15a	protein_coding	[118109064, 118104377]	2	8040	928.2	1000.4	956.5	1026.6	1098.1	1116.6	1270.2	1199.1	0.259347117151346	10.072724045537	0.0126192136649382	0.649078046061641
1	+	chr1:20890605-20939649	ENSMUSG00000025931	Paqr8	protein_coding	[20938753, 20939058, 20939647]	3	840	118.4	144.6	114.6	123	115.7	99.3	92.8	81.8	-0.381466254541222	6.8282106160167	0.0126632497259361	0.649078046061641
6	-	chr6:127125161-127152192	ENSMUSG00000000184	Ccnd2	protein_coding	[127125163]	1	1317	224.6	200.7	179.4	185.1	158.5	138	162.7	165.5	-0.328911292966318	7.47932269701454	0.0127784037944536	0.651420802130298
2	-	chr2:93661027-93822567	ENSMUSG00000027198	Ext2	protein_coding	[93695632]	1	485	57.5	54.5	55.9	57.5	74.4	88.9	62.3	71.7	0.405201174296874	6.0726960235873	0.0129495564931106	0.656577513002042
19	+	chr19:46396895-46488803	ENSMUSG00000025231	Sufu	protein_coding	[46488794]	1	201	19.2	24.2	26.6	13.8	38.6	33.5	24	34.3	0.578384715839992	4.8586420105745	0.0131273537448163	0.662013860894498
6	-	chr6:116633007-116673951	ENSMUSG00000042129	Rassf4	protein_coding	[116633010]	1	262	55.7	39.4	38.2	35.6	22	31.4	26.2	34.3	-0.503188722777963	5.21650499159435	0.0133348840812852	0.663601993125702
11	-	chr11:70651849-70654643	ENSMUSG00000018293	Pfn1	protein_coding	[70651848]	1	484	62.7	84.8	71	70.1	51	46	51.3	67.6	-0.43686297546467	6.04395405841544	0.0134899639350152	0.663601993125702
1	-	chr1:161240111-161251218	ENSMUSG00000026701	Prdx6	protein_coding	[161241012]	1	1257	247.3	206	154.5	166.7	162.6	135.9	147.4	142.3	-0.385801823521265	7.42053509244654	0.0136451670343499	0.663601993125702
19	-	chr19:6953713-6969758	ENSMUSG00000024960	Plcb3	protein_coding	[6953713]	1	121	13.9	15.9	20.4	32.2	9.6	6.3	14.2	15.1	-0.853314661801397	4.19239356512501	0.0138162828790187	0.663601993125702
1	+	chr1:75546265-75562171	ENSMUSG00000006576	Slc4a3	protein_coding	[75551541, 75563847]	2	127	5.2	15.9	13.3	11.5	28.9	9.4	26.2	24.2	0.836706402960928	4.25724142104286	0.0139651984510317	0.663601993125702
11	+	chr11:11462093-11515191	ENSMUSG00000020191	4930415F15Rik	protein_coding	[11463640]	1	68	8.7	6.1	5.3	5.7	12.4	9.4	12	15.1	0.975682558311632	3.49511170536011	0.0140295857349916	0.663601993125702
3	+	chr3:154663858-154767789	ENSMUSG00000078161	Erich3	protein_coding	[154767781]	1	69	13.9	11.4	10.7	12.6	2.8	5.2	7.6	9.1	-0.870010332719198	3.50377509160275	0.0140295857349916	0.663601993125702
5	-	chr5:9485540-9725169	ENSMUSG00000003974	Grm3	protein_coding	[9589957, 9485239]	2	310	38.3	42.4	62.2	49.4	35.8	40.8	21.8	34.3	-0.554712944192989	5.43520029103912	0.0140963763887563	0.663601993125702
8	+	chr8:40862395-40922307	ENSMUSG00000031596	Slc7a2	protein_coding	[40922068]	1	536	88.8	95.4	72.8	92	89.6	29.3	68.8	41.4	-0.625828390323199	6.2069961346802	0.0142044771441195	0.663601993125702
7	-	chr7:38262819-38271347	ENSMUSG00000030423	Pop4	protein_coding	[38262819]	1	439	48.8	40.9	50.6	50.6	40	98.3	68.8	70.7	0.563512522388649	5.92962889483154	0.0142251211179446	0.663601993125702
5	+	chr5:93093436-93176446	ENSMUSG00000058013	Sept11	protein_coding	[93174555]	1	176	31.3	25.7	24	33.3	16.5	20.9	18.6	19.2	-0.550954995905216	4.6828014782223	0.0143099959763774	0.663601993125702
3	+	chr3:54692806-54728765	ENSMUSG00000027751	Supt20	protein_coding	[54716505]	1	85	3.5	6.8	11.5	9.2	12.4	15.7	19.7	11.1	0.839111233447043	3.75656886192338	0.0143111917872643	0.663601993125702
2	-	chr2:102449365-102452498	ENSMUSG00000075012	Fjx1	protein_coding	[102449374]	1	771	90.6	88.6	102.1	85.1	115.7	109.8	122.3	113	0.325058262480028	6.72155269305873	0.0144584406378537	0.663601993125702
8	-	chr8:14027564-14090326	ENSMUSG00000051978	Erich1	protein_coding	[14027560]	1	39	1.7	1.5	6.2	1.1	2.8	8.4	6.6	12.1	1.41166494467535	2.87796709571762	0.0144625504548009	0.663601993125702
16	+	chr16:31663442-31873355	ENSMUSG00000022770	Dlg1	protein_coding	[31849128, 31873348]	2	448	66.2	63.6	63.1	80.5	53.7	48.1	55.7	49.5	-0.394294808132579	5.95551307791837	0.0144685556437243	0.663601993125702
2	-	chr2:153407461-153529970	ENSMUSG00000061411	Nol4l	protein_coding	[153407461]	1	589	61	59.1	87	64.4	89.6	98.3	85.2	85.8	0.389805232809158	6.34108772017371	0.014574663272574	0.663601993125702
11	-	chr11:79500981-79504083	ENSMUSG00000049612	Omg	protein_coding	[79501335]	1	145	31.3	24.2	23.1	18.4	15.2	20.9	12	11.1	-0.678730782076834	4.42634181294418	0.0145913178187343	0.663601993125702
11	+	chr11:43681997-43721490	ENSMUSG00000044950	Pwwp2a	protein_coding	[43707190, 43722414]	2	190	15.7	25	24.9	11.5	28.9	34.5	24	34.3	0.593061185080285	4.77736485078218	0.0146358980669624	0.663601993125702
18	+	chr18:56707812-56753423	ENSMUSG00000024590	Lmnb1	protein_coding	[56729393, 56753421]	2	4602	447.6	569.5	553.3	600.1	592.5	771.5	655.3	686.3	0.314442754249127	9.25914786234532	0.0146385409513019	0.663601993125702
4	+	chr4:59035087-59041902	ENSMUSG00000038607	Gng10	protein_coding	[59041883]	1	1992	278.6	287	309.1	304.6	281.1	199.7	238.1	229.1	-0.322819484011591	8.06596294288768	0.0146659498717903	0.663601993125702
10	+	chr10:128303334-128321357	ENSMUSG00000005682	Pan2	protein_coding	[128321346]	1	191	43.5	27.3	28.4	28.7	23.4	16.7	25.1	17.2	-0.586536105935265	4.7976773018332	0.0147556140219933	0.663601993125702
11	-	chr11:102799578-102819699	ENSMUSG00000034520	Gjc1	protein_coding	[102799584]	1	303	50.5	49.2	41.7	49.4	38.6	19.9	33.9	41.4	-0.511479775326067	5.41226941159657	0.0147843432360562	0.663601993125702
6	-	chr6:113067427-113077332	ENSMUSG00000086429	Gt(ROSA)26Sor	antisense	[113070400, 113070723]	2	378	40.1	44.7	38.2	47.1	51	75.3	52.4	55.5	0.464963353653416	5.72172289360266	0.0147860145589842	0.663601993125702
13	-	chr13:53332715-53377364	ENSMUSG00000021468	Sptlc1	protein_coding	[53332760]	1	685	109.7	118.1	91.5	94.3	92.3	61.7	81.9	80.7	-0.394429317653332	6.54422272669166	0.0149359170103407	0.667137626461886
14	-	chr14:69241847-69285111	ENSMUSG00000034248	Slc25a37	protein_coding	[69241851]	1	581	90.6	105.3	69.3	88.5	68.9	49.1	72.1	72.7	-0.432150251939261	6.30935193666774	0.0152383182640428	0.671470933392884
9	+	chr9:57940112-57962863	ENSMUSG00000038264	Sema7a	protein_coding	[57962863]	1	967	177.6	137.8	137.7	141.4	130.9	129.6	99.4	95.9	-0.372325249522071	7.04921095955528	0.0152938618319309	0.671470933392884
15	-	chr15:66929320-66969639	ENSMUSG00000005125	Ndrg1	protein_coding	[66929321]	1	659	118.4	115.9	83.5	82.8	73	74.2	78.6	76.7	-0.393153429595208	6.48960316069516	0.0153057393819689	0.671470933392884
11	-	chr11:113043894-113201837	ENSMUSG00000087259	2610035D17Rik	lincRNA	[113043905]	1	140	36.6	20.4	24.9	16.1	12.4	7.3	15.3	20.2	-0.760118336235385	4.38463819198708	0.0153626581357805	0.671470933392884
5	+	chr5:28071362-28078661	ENSMUSG00000045294	Insig1	protein_coding	[28078660]	1	334	40.1	26.5	45.3	36.8	38.6	64.8	49.1	58.5	0.540612849747111	5.55571506052593	0.0154581424148788	0.671470933392884
9	-	chr9:75565620-75611324	ENSMUSG00000032186	Tmod2	protein_coding	[75570823, 75597997, 75565623]	3	2944	409.2	461.9	402.3	433.4	325.2	369	376.8	338.1	-0.277642114316068	8.61508724062707	0.0155255198043193	0.671470933392884
11	+	chr11:43433743-43447980	ENSMUSG00000020409	Slu7	protein_coding	[43446307, 43447980, 43447031]	3	428	38.3	53.8	55.1	37.9	59.2	92	54.6	59.5	0.490316065750882	5.88414918304918	0.015534029056104	0.671470933392884
12	-	chr12:69803749-69893199	ENSMUSG00000034761	Map4k5	protein_coding	[69803758]	1	329	41.8	29.5	49.7	26.4	56.5	55.4	48.1	49.5	0.510384481098179	5.53705344310891	0.0157947108847143	0.675954583512511
6	-	chr6:52231196-52240853	ENSMUSG00000000938	Hoxa10	protein_coding	[52231905, 52231422, 52231198]	3	1002	142.8	148.4	146.5	158.6	107.5	141.1	122.3	96.9	-0.349261253770851	7.08113383101518	0.0158067078229398	0.675954583512511
13	-	chr13:67667436-67687070	ENSMUSG00000048280	Zfp738	protein_coding	[67667439]	1	298	41.8	42.4	51.5	46	33.1	30.3	35	35.3	-0.450368842965215	5.38532492471423	0.0158930697749642	0.675954583512511
9	+	chr9:108290428-108296497	ENSMUSG00000032606	Nicn1	protein_coding	[108296497]	1	659	85.3	70.4	77.3	83.9	96.4	97.2	99.4	104	0.34788932387995	6.50766189561296	0.0159476855135986	0.675954583512511
10	+	chr10:63243796-63317880	ENSMUSG00000020064	Herc4	protein_coding	[63317873]	1	302	29.6	34.8	33.7	35.6	51	33.5	60.1	46.4	0.488190930490685	5.41520966184256	0.0161346350578368	0.675954583512511
14	+	chr14:121248705-121253970	ENSMUSG00000085133	B930095G15Rik	sense_intronic	[121253969, 121250012]	2	434	38.3	53	43.5	43.7	49.6	120.2	61.2	48.4	0.636167227509616	5.90611768484504	0.0161410777991131	0.675954583512511
