chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.KO_WT1	c2.KO_WT2	c3.KO_WT3	c4.KO_WT4	t1.KO_HOM1	t2.KO_HOM2	t3.KO_HOM3	t4.KO_HOM4	logFC	logCPM	PValue	FDR
12	-	chr12:112772193-112802656	ENSMUSG00000072812	Ahnak2	protein_coding	[112772197]	1	254	26.3	30.4	23.3	34.9	16.4	12.7	10	23.8	-0.870241325424	4.54512237850563	0.000791820787950172	0.0685607585704442
X	+	chrX:101532733-101601788	ENSMUSG00000031314	Taf1	protein_coding	[101601026]	1	3778	350.1	419.1	368.1	332.2	319.6	276.1	273.1	276	-0.362791663161228	8.3572065473322	0.000803973889852534	0.0689523819366145
13	-	chr13:58391141-58403342	ENSMUSG00000021546	Hnrnpk	protein_coding	[58391238]	1	9263	680.1	664.6	750.3	755.2	865.1	841.4	911.6	889.3	0.299587832318496	9.63693362924805	0.000810073782210325	0.0689523819366145
3	+	chr3:34070658-34075999	ENSMUSG00000105176	RP23-418O21.5	TEC	[34075978]	1	68	1.4	3.5	3.5	3.1	7.8	4	10	13.2	1.5754125773871	2.85211759023704	0.000826082817998219	0.0697241665880177
3	-	chr3:90692631-90695720	ENSMUSG00000056071	S100a9	protein_coding	[90692635]	1	129	2.1	4.8	9.9	6.2	26.5	6.9	11.4	22.4	1.52213027684981	3.64460794535597	0.000847161056821669	0.0709073804559737
11	-	chr11:96199750-96199829	ENSMUSG00000099107	Gm27898	misc_RNA	[96198705]	1	42	0	4.1	1.4	0.8	6.2	4.6	6	5.3	1.71826015848693	2.31688555098176	0.000874508811171231	0.072591458672759
5	+	chr5:33820724-33897974	ENSMUSG00000057406	Whsc1	protein_coding	[33877280, 33897965]	2	4017	330	291.9	305.3	288.7	406.8	390.5	400.3	339.3	0.336895124115488	8.43307615075212	0.00089024017320793	0.0732915762270529
17	-	chr17:57203969-57228135	ENSMUSG00000024164	C3	protein_coding	[57203969]	1	164	4.8	5.5	3.5	6.2	9.4	9.8	5.4	65.4	2.14429409053099	3.94480042606184	0.000908367986233649	0.0741760004368355
9	-	chr9:75565620-75611324	ENSMUSG00000032186	Tmod2	protein_coding	[75570823, 75597997, 75565623]	3	4352	412.3	367.9	419.6	497.5	318.8	320.9	321.9	356.5	-0.363448659815443	8.5622981871344	0.000926321777947365	0.0750320640137366
5	-	chr5:104079110-104113732	ENSMUSG00000029309	Sparcl1	protein_coding	[104079110]	1	11285	1035	1071.3	1043.7	1372.2	739.6	786.8	715.5	1060.3	-0.45299420306941	9.9352749858076	0.00096724282461788	0.0763978111252215
3	+	chr3:54692806-54728765	ENSMUSG00000027751	Supt20	protein_coding	[54716505]	1	76	4.2	4.1	4.9	1.6	11.7	8.6	9.4	7.3	1.26665904805412	2.982013263984	0.000967581279141637	0.0763978111252215
6	+	chr6:91684066-91759062	ENSMUSG00000030096	Slc6a6	protein_coding	[91741091, 91759060]	2	982	78.2	74.7	64.2	66	91.2	84	113.1	101	0.456206572446415	6.41897111443107	0.000969982971403497	0.0763978111252215
3	-	chr3:153922356-153944631	ENSMUSG00000062908	Acadm	protein_coding	[153941601]	1	167	9	11.1	10.6	9.3	14.8	20.7	21.4	15.8	0.870171977643276	3.96972897180486	0.000973608106733209	0.0763978111252215
11	+	chr11:75510093-75513167	ENSMUSG00000038195	Rilp	protein_coding	[75513163]	1	55	4.8	0.7	2.1	1.6	8.6	8.1	5.4	5.9	1.55094456588376	2.60743104404384	0.00100474049916353	0.0782295625860348
10	-	chr10:128624529-128626505	ENSMUSG00000025362	Rps26	protein_coding	[128624536]	1	16019	1284.1	1223.5	1267.9	1205.3	1517.5	1444.8	1468.5	1577.9	0.270387208340389	10.4253819366793	0.00102807259547695	0.0794304703766964
17	-	chr17:24440080-24443104	ENSMUSG00000024136	Dnase1l2	protein_coding	[24440085]	1	36	6.9	4.8	4.2	3.9	1.6	1.7	2	0	-1.84809170457732	2.16239729082479	0.00107779416936636	0.0826363712756926
9	-	chr9:88447008-88482573	ENSMUSG00000032423	Syncrip	protein_coding	[88449741]	1	2501	184	197.8	193.9	166.9	275.1	234.1	263	202	0.388309018938524	7.75525958979066	0.00109905826022355	0.0832132411343348
13	+	chr13:58806595-59133969	ENSMUSG00000055254	Ntrk2	protein_coding	[59129955, 58937026, 59133963]	3	6641	631.7	631.4	598.7	667.5	501.2	519.4	554.9	482.6	-0.296878739021874	9.16643506931014	0.00111002391018705	0.0832132411343348
X	-	chrX:166523006-166585719	ENSMUSG00000000402	Egfl6	protein_coding	[166523008]	1	72	7.6	8.3	9.2	10.1	3.9	4	4.7	2.6	-1.18079672459806	2.92283513390794	0.0011241682612639	0.0832132411343348
7	-	chr7:15946976-15967566	ENSMUSG00000074364	Ehd2	protein_coding	[15948985]	1	115	3.5	4.8	4.2	5.4	10.9	6.9	7.4	35	1.72737574443816	3.49117824422675	0.00112853881126188	0.0832132411343348
4	+	chr4:123926233-123926554	ENSMUSG00000082515	Gm12902	processed_pseudogene	[123929864]	1	51	4.8	6.9	5.6	9.3	2.3	2.9	2.7	1.3	-1.47838532240972	2.52933707548853	0.00113319908963757	0.0832132411343348
11	+	chr11:76998602-77032339	ENSMUSG00000020838	Slc6a4	protein_coding	[77032342]	1	57	0.7	1.4	2.8	3.1	7	4.6	15.4	4	1.91842048992981	2.64944904527844	0.0011417989025489	0.0832132411343348
5	+	chr5:93093436-93176446	ENSMUSG00000058013	Sept11	protein_coding	[93174555]	1	101	13.8	10.4	12.7	10.1	4.7	6.3	5.4	6.6	-1.01220977814046	3.33253069044448	0.00114331215417545	0.0832132411343348
11	+	chr11:78322967-78327780	ENSMUSG00000017390	Aldoc	protein_coding	[78326759]	1	8850	792.2	791.2	805.3	1065.6	640.7	699.4	630.5	703.8	-0.368138291353248	9.58334892277475	0.00122808458977033	0.0876391665948669
12	+	chr12:4843302-4856924	ENSMUSG00000051721	BC068281	protein_coding	[4849344]	1	52	2.8	4.1	0	1.6	4.7	5.8	9.4	6.6	1.59197269943415	2.5448610696255	0.00122994941794092	0.0876391665948669
7	-	chr7:143557229-143600089	ENSMUSG00000010755	Cars	protein_coding	[143557706]	1	325	23.5	18	26.8	18.6	32.7	35.1	31.5	35	0.624694239815294	4.86822473877753	0.00123029893367943	0.0876391665948669
2	+	chr2:164497519-164508300	ENSMUSG00000017721	Pigt	protein_coding	[164508299]	1	3382	453.8	391.5	270.8	319.8	222.1	335.3	190.8	139.3	-0.692523136154674	8.18905773820493	0.00125483389543614	0.0887574059560602
17	+	chr17:29490811-29496110	ENSMUSG00000024014	Pim1	protein_coding	[29496107]	1	762	64.3	53.9	40.9	45	72.5	58.7	78.3	107.6	0.629971983780117	6.05966121654687	0.00128388512609176	0.0901772182270324
6	+	chr6:92940328-93272978	ENSMUSG00000097462	9530026P05Rik	antisense	[93272978]	1	39	3.5	6.2	4.9	6.2	1.6	2.3	0.7	2	-1.59525405470002	2.24356528222731	0.00132053508701088	0.0921073223190085
1	+	chr1:164275584-164287846	ENSMUSG00000026578	Ccdc181	protein_coding	[164287843, 164279900]	2	607	64.3	62.2	58.5	60.5	41.3	48.9	48.9	34.3	-0.497043147124694	5.74619126703365	0.00140821094066231	0.0971925713196165
1	+	chr1:46066314-46373545	ENSMUSG00000041144	Dnah7b	protein_coding	[46208795]	1	49	1.4	2.1	2.8	2.3	5.5	5.8	6.7	6.6	1.48042188427429	2.48063973412109	0.00141279524220072	0.0971925713196165
11	+	chr11:70017084-70045531	ENSMUSG00000020886	Dlg4	protein_coding	[70047520]	1	114	6.2	9	6.3	3.9	10.9	11.5	16.1	13.2	1.00041382432421	3.47886990875209	0.00142900541557209	0.0973788747403453
5	-	chr5:52533516-52566461	ENSMUSG00000039252	Lgi2	protein_coding	[52533518]	1	1333	136.3	114.1	133.3	138.9	111.5	93.2	97.7	100.3	-0.379321114076229	6.8672344879262	0.00143616710575019	0.0973788747403453
11	-	chr11:116336352-116413031	ENSMUSG00000052949	Rnf157	protein_coding	[116336380]	1	3143	293.3	295.3	302.5	307.3	251.7	245	243.6	233.7	-0.299256906460464	8.09151943396705	0.00144458904184702	0.0973788747403453
11	-	chr11:51600099-51606846	ENSMUSG00000020358	Hnrnpab	protein_coding	[51600099, 51600870, 51604462]	3	1832	142.5	140.4	143.1	125	185.5	182.9	175.4	159.1	0.348936624042964	7.30636282448497	0.00156665768813019	0.104903398797197
18	+	chr18:37143502-37187656	ENSMUSG00000102697	Pcdhac2	protein_coding	[37187656, 37186890]	2	3969	395	356.9	390	381.8	277.5	350.8	303.2	276	-0.332910568249464	8.42107708656898	0.00159197720918065	0.105892841649076
5	+	chr5:31048311-31054622	ENSMUSG00000013622	Atraid	protein_coding	[31054616]	1	931	92.7	89.9	91	91.6	68.6	68.4	64.9	76.6	-0.389985756626982	6.35227325493576	0.00164700209368176	0.108832164664076
3	-	chr3:123507551-123508403	ENSMUSG00000104960	Snhg8	processed_transcript	[123507556]	1	3296	255.3	232.4	238.3	239.8	262.7	285.8	328	409.3	0.413416361147424	8.14532683311493	0.00166307672702769	0.10917609572723
8	+	chr8:125669817-125673358	ENSMUSG00000050930	Map10	protein_coding	[125673357]	1	162	22.8	15.2	24	11.6	10.9	9.8	10	7.9	-0.936741258883129	3.93906231084776	0.00168749929957007	0.109487788238905
4	-	chr4:106744554-106804997	ENSMUSG00000034853	Acot11	protein_coding	[106744578]	1	79	12.5	6.2	7.8	12.4	4.7	3.5	4	4.6	-1.20182382295416	3.03449117150556	0.00169320795247611	0.109487788238905
6	-	chr6:90656087-90810122	ENSMUSG00000034312	Iqsec1	protein_coding	[90659597, 90660382]	2	2760	269.8	269.7	248.2	274	198.7	242.1	189.4	208.6	-0.336359844851045	7.9003655630973	0.00170052717694834	0.109487788238905
13	-	chr13:34127007-34130353	ENSMUSG00000045136	Tubb2b	protein_coding	[34123261]	1	58	1.4	3.5	2.8	3.1	7	4.6	8	9.2	1.38683700316063	2.66907813392032	0.00173484679540873	0.110918590089683
17	+	chr17:24528247-24528743	ENSMUSG00000093565	Rab26os	antisense	[24528742]	1	3105	266.4	223.4	220	222.7	314.1	308.3	319.9	251.5	0.35537716613596	8.06249989881399	0.00174483644306749	0.110918590089683
10	+	chr10:62998778-62999688	ENSMUSG00000084985	Gm16135	antisense	[63004435]	1	128	5.5	9	10.6	3.9	12.5	17.3	13.4	13.9	0.966420579506123	3.62380347912871	0.00176628820119605	0.11157609240763
14	-	chr14:56722440-56778315	ENSMUSG00000021938	Pspc1	protein_coding	[56722454, 56722791]	2	1626	127.3	123.1	121.3	113.3	170.7	171.4	148.6	136.7	0.369636992127992	7.1353847648934	0.00179313432782289	0.112564007429082
1	-	chr1:33852051-33907815	ENSMUSG00000042182	Bend6	protein_coding	[33852053]	1	2763	240.8	255.9	257.4	343	195.6	198.4	181.4	244.9	-0.41724574254678	7.91118012013279	0.00181597495558661	0.113289766794484
14	-	chr14:52160418-52197238	ENSMUSG00000035726	Supt16	protein_coding	[52160438]	1	1253	94.8	109.3	71.2	85.4	108.3	111	144.6	131.4	0.456495253634067	6.76299292113845	0.00184139550823693	0.11416652151069
11	+	chr11:58948919-58949532	ENSMUSG00000056895	Hist3h2ba	protein_coding	[58949531]	1	5178	459.4	563	529.6	506.8	418.5	431.9	408.3	262.8	-0.436247921418193	8.80956731989312	0.00192215950125536	0.118442760923981
13	-	chr13:67515780-67526176	ENSMUSG00000097333	Zfp87	protein_coding	[67521039]	1	231	15.2	18	13.4	14	26.5	21.9	26.8	22.4	0.67325784503862	4.40662253223074	0.00201741349077938	0.123554275008464
1	-	chr1:34436669-34439671	ENSMUSG00000042111	Ccdc115	protein_coding	[34436677]	1	1989	138.4	148.7	133.3	166.1	196.4	153	199.5	234.4	0.416397227392085	7.43087320127107	0.00205806041881089	0.12527975058507
2	+	chr2:83724396-83806915	ENSMUSG00000027087	Itgav	protein_coding	[83806912]	1	460	40.8	59.5	41.6	52	29.6	36.2	20.7	37.6	-0.633902916243961	5.35868989228716	0.00211179741151365	0.127662615283576
4	+	chr4:156215867-156221306	ENSMUSG00000078486	Perm1	protein_coding	[156221306]	1	99	5.5	3.5	5.6	4.7	10.1	12.1	5.4	19.8	1.28639860129423	3.30118121759863	0.00212262612030638	0.127662615283576
5	-	chr5:4803390-5420311	ENSMUSG00000028926	Cdk14	protein_coding	[4803387]	1	2715	249.1	252.4	246.8	298.8	193.3	211.7	196.8	227.8	-0.333129460066471	7.88123579927933	0.0021538554871049	0.128097097937706
7	-	chr7:109523910-109617146	ENSMUSG00000031024	St5	protein_coding	[109523920]	1	305	26.3	36	35.3	29.5	19.5	21.9	21.4	21.1	-0.593203251233993	4.78965903840642	0.00215535738266352	0.128097097937706
12	-	chr12:98202303-98259458	ENSMUSG00000021003	Galc	protein_coding	[98202304, 98246257, 98201698]	3	469	46.4	48.4	50.8	45.8	37.4	31.6	26.8	38.3	-0.518116785984999	5.38808025353134	0.00226526162931827	0.133836987087487
4	-	chr4:68761513-68954396	ENSMUSG00000028351	Brinp1	protein_coding	[68795956]	1	111	7.6	3.5	8.5	3.9	10.1	17.3	14.7	8.6	1.1115194577671	3.44178127669232	0.00232024539824992	0.136283887602469
2	-	chr2:93201759-93334504	ENSMUSG00000027217	Tspan18	protein_coding	[93201760, 93291835, 93311261]	3	791	58.8	53.3	64.2	47.3	67.8	76.5	69.6	101	0.493906097405266	6.1081280228278	0.00239123041336312	0.138494865130028
7	-	chr7:34344645-34389539	ENSMUSG00000066568	Lsm14a	protein_coding	[34344144, 34345243, 34353668, 34344647]	4	569	33.2	38.7	46.5	38.8	45.2	50.6	63.6	71.3	0.554698763497372	5.64649072928208	0.00240827081104842	0.138494865130028
7	-	chr7:118104377-118116185	ENSMUSG00000008683	Rps15a	protein_coding	[118109064, 118104377]	2	14426	1103.5	1082.4	1128.3	1175.8	1311.7	1368.3	1258.3	1458.4	0.265717996991982	10.2730458512872	0.00240929754120855	0.138494865130028
8	-	chr8:111768472-111854309	ENSMUSG00000031954	Cfdp1	protein_coding	[111768490]	1	1037	82.3	71.2	72.6	75.3	101.3	93.2	129.2	85.8	0.439468052482954	6.49747581227716	0.0024417708839341	0.138494865130028
3	+	chr3:90668977-90670034	ENSMUSG00000056054	S100a8	protein_coding	[90670028]	1	163	7.6	6.2	6.3	10.9	20.3	13.8	6.7	39.6	1.36643451609426	3.94206291350588	0.00244317705496796	0.138494865130028
6	-	chr6:71813002-71823809	ENSMUSG00000052962	Mrpl35	protein_coding	[71815720, 71815946, 71813002]	3	413	26.3	26.3	37.4	22.5	42.1	43.7	34.8	48.2	0.582237435265342	5.19892234801165	0.00245467372340682	0.138494865130028
2	-	chr2:32278815-32288074	ENSMUSG00000044627	Swi5	protein_coding	[32278815]	1	9094	947.8	882.5	803.9	873.9	667.9	840.3	655.9	583.6	-0.351521114958656	9.61352176563754	0.0024556781164732	0.138494865130028
11	-	chr11:79500981-79504083	ENSMUSG00000049612	Omg	protein_coding	[79501335]	1	142	16.6	18	11.3	18.6	4.7	7.5	10	11.9	-0.896989083839278	3.76717415536219	0.00246819801456342	0.138494865130028
11	-	chr11:100347326-100356127	ENSMUSG00000006930	Hap1	protein_coding	[100347329]	1	11233	1111.1	1000.1	1004.2	1133.1	866.7	838.6	878.1	934.2	-0.272243297490036	9.92468743962559	0.00252752079383813	0.140785864222704
15	-	chr15:74669082-74672569	ENSMUSG00000022602	Arc	protein_coding	[74669083]	1	85	11.8	9.7	7.8	10.9	3.9	4.6	4.7	5.9	-1.04411713919713	3.12113353330283	0.0025423068710507	0.140785864222704
18	+	chr18:67343563-67367793	ENSMUSG00000024526	Cidea	protein_coding	[67367783]	1	575	6.9	9	4.2	14.7	6.2	7.5	3.3	330.8	3.3071992977319	5.64609130890628	0.00255358540881334	0.140785864222704
15	+	chr15:83563572-83574200	ENSMUSG00000041736	Tspo	protein_coding	[83574194]	1	109	4.2	2.8	4.2	1.6	10.1	2.9	3.3	44.9	2.23126969980332	3.42375834655409	0.00256819722822681	0.140785864222704
1	+	chr1:178339600-178341469	ENSMUSG00000104279	Gm38300	TEC	[178341460]	1	34	4.8	4.8	3.5	5.4	0.8	0.6	0.7	3.3	-1.74372653261344	2.10648384130249	0.00257911180973493	0.140785864222704
7	-	chr7:75114896-75309261	ENSMUSG00000053025	Sv2b	protein_coding	[75114897, 75116334]	2	1291	125.9	125.2	117.1	139.7	78.7	116.8	82.3	102.3	-0.408129304954335	6.81222167192541	0.00267957372168075	0.144903359757178
11	+	chr11:110968032-111027967	ENSMUSG00000051497	Kcnj16	protein_coding	[111027964]	1	252	27	24.2	24.7	31	14.8	21.9	14.1	16.5	-0.645322621719703	4.52839036136021	0.00271123385806332	0.144903359757178
4	+	chr4:148448610-148557682	ENSMUSG00000028991	Mtor	protein_coding	[148454970]	1	66	4.2	4.1	3.5	0.8	10.9	4.6	10.7	6.6	1.30658186180551	2.81810697885314	0.00271453361830167	0.144903359757178
3	+	chr3:7366668-7445365	ENSMUSG00000027499	Pkia	protein_coding	[7444242, 7445194]	2	494	47.7	57.4	52.2	42.7	31.2	35.7	33.5	40.3	-0.506163522764605	5.45659057371579	0.00271838831702332	0.144903359757178
9	+	chr9:69989465-70008316	ENSMUSG00000011958	Bnip2	protein_coding	[70008254]	1	1839	130.8	148	140.3	141.3	173	169.1	187.4	171	0.321607003827488	7.3138002056279	0.00273562399593423	0.144903359757178
X	-	chrX:48474943-48513562	ENSMUSG00000036932	Aifm1	protein_coding	[48474944]	1	461	29.1	32.5	31	31	37.4	38	48.2	67.3	0.626600166362624	5.35319186305571	0.00274110298226442	0.144903359757178
17	+	chr17:34837018-34839232	ENSMUSG00000040482	Dxo	protein_coding	[34839178]	1	219	9	17.3	15.5	14	24.9	17.3	24.1	28.4	0.750871755497982	4.33639222282034	0.00276739180236187	0.145527137502212
7	+	chr7:45715456-45720834	ENSMUSG00000059070	Rpl18	protein_coding	[45720826]	1	4400	344.5	343.7	325.8	336.8	387.4	379	431.7	467.4	0.301899440338361	8.56445388959438	0.00281435260164875	0.14722582047375
9	-	chr9:89587215-89623124	ENSMUSG00000039313	AF529169	protein_coding	[89590730, 89587215]	2	1764	159.8	173.6	175.6	166.9	123.9	138.6	137.2	140.6	-0.32005768297009	7.26057850806854	0.00288887576556116	0.150341285954903
14	-	chr14:20734874-20794087	ENSMUSG00000021820	Camk2g	protein_coding	[20734874, 20736654]	2	2857	285	254.5	268	279.4	201.1	225.5	226.9	229.7	-0.297079559916398	7.95162886110417	0.00292260735535159	0.151080411234621
2	+	chr2:120027482-120032593	ENSMUSG00000098789	Jmjd7	protein_coding	[120032592]	1	206	14.5	12.4	9.2	14	24.2	31.1	15.4	18.5	0.835523304256055	4.24720832304576	0.00293664282455378	0.151080411234621
19	-	chr19:7225667-7241221	ENSMUSG00000024764	Naa40	protein_coding	[7225673]	1	1611	124.5	132.1	121.3	107.1	157.4	142.6	171.3	147.9	0.348457059008171	7.12459017101488	0.00294820396276243	0.151080411234621
5	+	chr5:109923399-109943935	ENSMUSG00000090015	Gm15446	protein_coding	[109943931]	1	100	14.5	10.4	9.2	12.4	7.8	4.6	5.4	5.9	-0.987048905295257	3.32290975065188	0.00301282639086702	0.152564999796332
5	-	chr5:71569748-71658307	ENSMUSG00000029211	Gabra4	protein_coding	[71569768]	1	54	3.5	7.6	7.8	8.5	2.3	2.9	3.3	2	-1.33010124070392	2.5923043935866	0.00301291109525843	0.152564999796332
19	+	chr19:4099997-4113964	ENSMUSG00000024851	Pitpnm1	protein_coding	[4113963]	1	791	84.4	83	68.4	78.4	55.3	70.2	56.9	48.2	-0.439337973139806	6.11774829470389	0.00304452209265545	0.152564999796332
2	+	chr2:136713452-136782427	ENSMUSG00000027273	Snap25	protein_coding	[136782418]	1	3143	353.5	284.9	263.7	329.8	193.3	261.1	204.1	273.3	-0.399742935587741	8.08664094666356	0.00305018428615575	0.152564999796332
18	+	chr18:32240299-32270150	ENSMUSG00000024382	Ercc3	protein_coding	[32270146]	1	814	52.6	68.5	55.7	61.3	77.2	84.5	85.7	70.6	0.419863148919343	6.15120723393102	0.00305630439369048	0.152564999796332
9	+	chr9:6168611-6378842	ENSMUSG00000032006	Pdgfd	protein_coding	[6378842]	1	52	7.6	5.5	4.9	8.5	0	3.5	2	4	-1.38931383884834	2.54888217084894	0.00309315036479175	0.152564999796332
11	-	chr11:5069688-5099265	ENSMUSG00000009079	Ewsr1	protein_coding	[5069687]	1	1013	86.5	78.8	67.7	52	112.2	110.4	109.8	73.3	0.504294294888834	6.45900721262917	0.00309528424025011	0.152564999796332
7	+	chr7:27447977-27466143	ENSMUSG00000040466	Blvrb	protein_coding	[27465984]	1	89	3.5	6.9	4.9	3.9	9.4	9.2	8	14.5	1.07967788575391	3.17167916742978	0.00309919709689199	0.152564999796332
10	-	chr10:80258150-80261011	ENSMUSG00000020150	Gamt	protein_coding	[80258151]	1	44	1.4	3.5	2.8	0	3.9	5.2	6	6.6	1.43861899830147	2.36425720487201	0.00313855329793572	0.152564999796332
14	+	chr14:64652530-64806295	ENSMUSG00000060012	Kif13b	protein_coding	[64674323, 64672821]	2	68	9	6.9	8.5	9.3	1.6	1.2	6	5.3	-1.24783821205966	2.85619882293711	0.00315356710024401	0.152564999796332
9	+	chr9:59617283-59650289	ENSMUSG00000025237	Parp6	protein_coding	[59650266]	1	213	11.1	13.1	12	18.6	21	19.6	29.4	21.1	0.737887533946084	4.29802394020065	0.00317152566741471	0.152564999796332
17	+	chr17:83706162-83821515	ENSMUSG00000055817	Mta3	protein_coding	[83823713, 83792873]	2	336	34.6	38.7	30.3	35.7	22.6	21.3	20.1	29.7	-0.572615649827698	4.92445861282996	0.0031777853567661	0.152564999796332
6	-	chr6:98925337-99257482	ENSMUSG00000030067	Foxp1	protein_coding	[98925351, 98926204, 98926823]	3	941	73.3	62.2	77.6	64.4	92	84.5	106.4	84.5	0.400980324357766	6.35948482486555	0.00317953499015205	0.152564999796332
7	+	chr7:141455197-141460742	ENSMUSG00000025509	Pnpla2	protein_coding	[141460085]	1	422	16.6	18.7	15.5	12.4	16.4	19	16.7	167.7	1.79172157832431	5.22115090167075	0.00318982974484564	0.152564999796332
5	-	chr5:30367061-30461931	ENSMUSG00000062372	Otof	protein_coding	[30367069]	1	158	9.7	23.5	22.6	18.6	8.6	13.2	10	3.3	-1.06032978323364	3.9057797304554	0.00320549239030817	0.152587514541494
17	+	chr17:24470472-24471590	ENSMUSG00000043445	Pgp	protein_coding	[24471587]	1	686	63.6	71.9	76.2	63.6	59.2	40.8	51.5	50.2	-0.46042257927191	5.92475101068342	0.00322082708003013	0.15259427920671
15	+	chr15:85336380-85463835	ENSMUSG00000016541	Atxn10	protein_coding	[85463834, 85350483]	2	570	51.9	50.5	55	76.8	35.9	41.4	48.2	36.3	-0.524121535827026	5.66221253246418	0.00336268104838265	0.158566988027959
1	+	chr1:4857813-4897908	ENSMUSG00000033813	Tcea1	protein_coding	[4899929]	1	129	2.1	6.9	10.6	9.3	17.1	13.2	10.7	18.5	1.03934775726841	3.63909904667437	0.00338533486220704	0.15867219225094
1	-	chr1:186622791-186705988	ENSMUSG00000039239	Tgfb2	protein_coding	[186622787]	1	1382	136.3	113.4	142.4	154.4	99	125.4	98.4	84.5	-0.418465375594224	6.91274321709751	0.00341527724323271	0.15867219225094
4	+	chr4:126286792-126314329	ENSMUSG00000056174	Col8a2	protein_coding	[126314328]	1	87	4.2	5.5	2.8	5.4	10.1	6.3	8.7	16.5	1.19511517287814	3.14618317060733	0.00342027106681668	0.15867219225094
8	-	chr8:105768307-105827349	ENSMUSG00000037415	Ranbp10	protein_coding	[105768309]	1	597	45	38	49.4	39.6	56.1	53.5	64.3	62.7	0.456888037924787	5.71626610862832	0.00342810291900178	0.15867219225094
1	+	chr1:172481787-172498877	ENSMUSG00000037995	Igsf9	protein_coding	[172498876]	1	3493	289.9	289.1	244.7	247.6	342.9	336.5	336	305.7	0.301031785624353	8.23163022035809	0.00348404679208705	0.159677526253808
10	+	chr10:4391586-4396423	ENSMUSG00000095123	Gm21781	lincRNA	[4396422]	1	192	13.1	15.2	9.9	10.1	21.8	17.3	16.7	27.1	0.761792392173413	4.15839669562278	0.00349485242255512	0.159677526253808
3	+	chr3:89773615-89783999	ENSMUSG00000042572	Ube2q1	protein_coding	[89783968]	1	1236	118.3	121	119.2	120.3	92	88	109.1	87.1	-0.348905368894067	6.75606183474571	0.00350264024817262	0.159677526253808
