chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:d14_WT1	c2:d14_WT2	c3:d14_WT3	c4:d14_WT4	t1:d14_HET1	t2:d14_HET2	t3:d14_HET3	t4:d14_HET4
14	+	chr14:19751256-19811786	ENSMUSG00000021806	Nid2	protein_coding	[19811785]	1	281	23	62	41	30	38	42	24	21
14	-	chr14:21845860-21848976	ENSMUSG00000021773	Comtd1	protein_coding	[21847180]	1	314	18	45	55	32	40	38	50	36
14	+	chr14:18271135-18283941	ENSMUSG00000021772	Nkiras1	protein_coding	[18280441]	1	829	74	113	135	100	122	96	95	94
14	-	chr14:37077849-37098310	ENSMUSG00000021803	Cdhr1	protein_coding	[37097672]	1	53	6	5	4	6	15	6	4	7
14	-	chr14:18282721-18331858	ENSMUSG00000021774	Ube2e1	protein_coding	[18282728]	1	1421	105	216	221	167	166	189	184	173
10	-	chr10:85119434-85128026	ENSMUSG00000049038	Mterf2	protein_coding	[85119442]	1	292	26	39	41	41	29	33	34	49
17	-	chr17:34616661-34628509	ENSMUSG00000015474	Ppt2	protein_coding	[34616663]	1	320	20	59	50	41	30	33	45	42
16	+	chr16:10545338-10744877	ENSMUSG00000068663	Clec16a	protein_coding	[10744877]	1	144	10	17	27	10	27	14	13	26
11	-	chr11:69916713-69921957	ENSMUSG00000078812	Eif5a	protein_coding	[69916713]	1	508	38	83	80	53	62	64	69	59
7	-	chr7:3660097-3665839	ENSMUSG00000078813	Leng1	protein_coding	[3660102]	1	92	8	12	17	13	7	11	16	8
15	-	chr15:93499113-93595890	ENSMUSG00000036158	Prickle1	protein_coding	[93499110]	1	482	36	84	70	50	57	61	57	67
10	-	chr10:75859352-75860249	ENSMUSG00000033307	Mif	protein_coding	[75859356]	1	5557	426	840	789	625	675	727	705	770
7	+	chr7:44748412-44777514	ENSMUSG00000002205	Vrk3	protein_coding	[44777511]	1	282	18	51	48	35	27	43	36	24
18	+	chr18:42574208-42574363	ENSMUSG00000099024	Gm27457	misc_RNA	[42575552, 42575784]	2	595	38	102	78	70	76	70	92	69
14	-	chr14:20499363-20546572	ENSMUSG00000021816	Ppp3cb	protein_coding	[20499680, 20500459, 20499860, 20507893, 20507671]	5	1210	86	205	200	144	143	137	168	127
11	-	chr11:107732356-107794556	ENSMUSG00000020723	Cacng4	protein_coding	[107733475, 107732364]	2	2968	194	584	422	337	367	421	350	293
11	+	chr11:116843277-116854262	ENSMUSG00000090266	Mettl23	protein_coding	[116854255]	1	37	4	5	7	4	7	2	5	3
18	-	chr18:46574533-46597534	ENSMUSG00000033184	Tmed7	protein_coding	[46588041, 46585938, 46596708, 46586354]	4	687	55	121	110	59	78	92	82	90
13	+	chr13:31806690-31810642	ENSMUSG00000050295	Foxc1	protein_coding	[31809570, 31810637]	2	319	27	73	45	38	27	48	28	33
11	-	chr11:28385684-28584323	ENSMUSG00000032878	Ccdc85a	protein_coding	[28387148, 28385692]	2	285	20	37	56	26	43	29	39	35
7	-	chr7:100869745-100932160	ENSMUSG00000032875	Arhgef17	protein_coding	[100869753, 100872127]	2	146	10	29	22	17	17	19	13	19
9	+	chr9:87022013-87077773	ENSMUSG00000032872	Cyb5r4	protein_coding	[87077379]	1	479	48	83	59	46	56	69	63	55
X	-	chrX:103460374-103483216	ENSMUSG00000086503	Xist	lincRNA	[103461381]	1	42	3	15	6	2	1	10	0	5
7	+	chr7:127448635-127459609	ENSMUSG00000086502	B130055M24Rik	processed_transcript	[127452883, 127456750]	2	136	4	32	19	13	17	20	15	16
1	+	chr1:170644531-170682788	ENSMUSG00000038463	Olfml2b	protein_coding	[170682788]	1	108	8	20	14	14	13	19	11	9
10	-	chr10:92071036-92165169	ENSMUSG00000097348	Rmst	lincRNA	[92141898, 92081871, 92162109, 92071038]	4	915	58	138	129	109	118	115	119	129
11	+	chr11:49846750-49886420	ENSMUSG00000020366	Mapk9	protein_coding	[49883889, 49886055]	2	90	4	14	18	5	13	10	13	13
2	+	chr2:154651704-154694784	ENSMUSG00000038467	Chmp4b	protein_coding	[154694264, 154694781]	2	8190	638	1512	1069	938	994	1082	971	986
7	+	chr7:116504368-116540553	ENSMUSG00000030659	Nucb2	protein_coding	[116540585, 116509571]	2	294	13	55	47	31	35	36	38	39
7	-	chr7:118118889-118129610	ENSMUSG00000030654	Arl6ip1	protein_coding	[118118904]	1	4729	379	791	635	555	588	587	613	581
7	-	chr7:118131307-118243636	ENSMUSG00000030655	Smg1	protein_coding	[118131435]	1	51	2	9	8	5	6	7	9	5
1	-	chr1:185447115-185455567	ENSMUSG00000097615	Gm2061	lincRNA	[185447120]	1	132	12	27	22	9	18	17	17	10
5	-	chr5:67618139-67847433	ENSMUSG00000037685	Atp8a1	protein_coding	[67619161, 67618142]	2	2209	176	341	334	228	279	238	331	282
7	-	chr7:118509658-118533355	ENSMUSG00000030652	Coq7	protein_coding	[118525062]	1	511	33	104	82	61	59	58	55	59
10	-	chr10:79974947-79984329	ENSMUSG00000013858	Tmem259	protein_coding	[79977119]	1	1344	92	293	159	155	209	187	136	113
5	+	chr5:76656511-76873553	ENSMUSG00000036377	C530008M17Rik	protein_coding	[76873544]	1	80	3	15	10	10	10	5	12	15
13	-	chr13:23421538-23423865	ENSMUSG00000036376	Abt1	protein_coding	[23421543]	1	573	47	89	69	72	76	88	67	65
6	+	chr6:67238175-67297735	ENSMUSG00000036371	Serbp1	protein_coding	[67294273, 67277826, 67289995, 67289250, 67297167, 67287120, 67285970, 67296248, 67286425]	9	1656	104	330	245	216	184	176	204	197
19	+	chr19:10204013-10207823	ENSMUSG00000036372	Tmem258	protein_coding	[10207816]	1	1710	111	289	241	192	204	208	242	223
1	+	chr1:87183312-87188404	ENSMUSG00000036480	Prss56	protein_coding	[87188403]	1	43	3	11	5	4	7	7	3	3
X	+	chrX:153237465-153396131	ENSMUSG00000041649	Klf8	protein_coding	[153395794]	1	83	8	17	7	14	9	12	7	9
16	+	chr16:32419701-32429098	ENSMUSG00000014075	Tctex1d2	protein_coding	[32429097, 32428893]	2	539	33	71	85	64	60	72	80	74
5	-	chr5:91948903-91963067	ENSMUSG00000029397	Rchy1	protein_coding	[91949000, 91949286]	2	525	36	83	91	59	53	71	63	69
X	+	chrX:152016427-152062693	ENSMUSG00000041133	Smc1a	protein_coding	[152061966]	1	1016	90	171	149	93	123	155	108	127
5	-	chr5:150571643-150597187	ENSMUSG00000041132	N4bp2l1	protein_coding	[150571643, 150591845]	2	282	22	47	45	43	24	32	39	30
1	+	chr1:136131388-136177997	ENSMUSG00000041642	Kif21b	protein_coding	[136177997]	1	2137	167	374	293	254	248	272	254	275
2	-	chr2:84669214-84670769	ENSMUSG00000076437	2700094K13Rik	protein_coding	[84669222]	1	1058	69	171	164	115	118	146	141	134
12	-	chr12:21390070-21417636	ENSMUSG00000076432	Ywhaq	protein_coding	[21390074, 21390326]	2	1674	131	261	255	197	165	185	225	255
13	-	chr13:28948918-28953712	ENSMUSG00000076431	Sox4	protein_coding	[28948921]	1	1666	134	240	236	166	195	206	221	268
19	+	chr19:11375522-11392789	ENSMUSG00000101389	Ms4a4a	protein_coding	[11393314]	1	52	3	13	6	3	7	9	5	6
2	+	chr2:162931527-162937120	ENSMUSG00000016921	Srsf6	protein_coding	[162935345, 162937117, 162935207]	3	2665	173	448	421	290	318	338	345	332
8	-	chr8:36567750-36953142	ENSMUSG00000031523	Dlc1	protein_coding	[36568524, 36567750]	2	416	38	59	48	48	52	61	65	45
5	-	chr5:136982163-136988020	ENSMUSG00000059518	Znhit1	protein_coding	[136982195]	1	497	25	99	76	68	59	72	45	53
18	+	chr18:38250248-38262628	ENSMUSG00000024442	0610009O20Rik	protein_coding	[38262625]	1	309	22	64	52	30	37	41	28	35
2	-	chr2:155563180-155592809	ENSMUSG00000027610	Gss	protein_coding	[155563182]	1	50	6	9	9	5	3	4	8	6
2	-	chr2:117279992-117343000	ENSMUSG00000027347	Rasgrp1	protein_coding	[117279991]	1	55	4	7	7	6	11	5	7	8
2	+	chr2:155775341-155818365	ENSMUSG00000027612	Mmp24	protein_coding	[155818361]	1	939	65	146	148	101	117	116	119	127
2	-	chr2:132249161-132253313	ENSMUSG00000027342	Pcna	protein_coding	[132249163]	1	240	17	61	26	26	21	30	33	26
3	-	chr3:19995944-20035314	ENSMUSG00000027615	Hps3	protein_coding	[19996166]	1	41	7	4	5	4	5	5	2	9
2	-	chr2:132052495-132145107	ENSMUSG00000027340	Slc23a2	protein_coding	[132052496]	1	1036	76	164	137	127	132	122	143	135
7	-	chr7:105739392-105744360	ENSMUSG00000043866	Taf10	protein_coding	[105742897, 105739393]	2	747	58	146	91	83	92	108	78	91
2	-	chr2:156123638-156144185	ENSMUSG00000027618	Nfs1	protein_coding	[156123657]	1	131	8	21	24	17	11	18	8	24
2	+	chr2:117249738-117271539	ENSMUSG00000027349	Fam98b	protein_coding	[117271538]	1	1545	103	297	214	159	198	208	191	175
7	-	chr7:46888948-46919968	ENSMUSG00000014402	Tsg101	protein_coding	[46889375]	1	1084	86	168	138	102	130	135	163	162
13	+	chr13:43398375-43402857	ENSMUSG00000063200	Nol7	protein_coding	[43401987]	1	1017	75	180	139	120	121	125	124	133
9	+	chr9:120130414-120130562	ENSMUSG00000064925	Snora62	snoRNA	[120131571]	1	1598	111	282	219	169	206	219	186	206
17	+	chr17:34647145-34655073	ENSMUSG00000015461	Atf6b	protein_coding	[34655071]	1	2311	177	445	284	292	282	312	255	264
4	-	chr4:148145715-148152139	ENSMUSG00000055401	Fbxo6	protein_coding	[148145787]	1	77	6	12	10	4	5	11	11	18
7	+	chr7:99267446-99337136	ENSMUSG00000055407	Map6	protein_coding	[99320353, 99327745, 99337135]	3	1661	131	306	241	178	214	216	184	191
7	+	chr7:49974863-50865254	ENSMUSG00000055409	Nell1	protein_coding	[50863351]	1	981	80	170	132	100	127	100	150	122
1	-	chr1:36698113-36714421	ENSMUSG00000037351	Actr1b	protein_coding	[36698113, 36699203]	2	1009	78	166	131	127	125	129	137	116
17	+	chr17:32993128-33005456	ENSMUSG00000053390	Zfp952	protein_coding	[33005248, 33005455]	2	128	7	21	20	17	13	14	22	14
5	+	chr5:33378548-33419753	ENSMUSG00000037355	Uvssa	protein_coding	[33419752]	1	260	20	42	42	30	26	42	25	33
5	+	chr5:137026391-137033350	ENSMUSG00000037428	Vgf	protein_coding	[137033343]	1	1432	146	215	222	155	164	154	219	157
7	-	chr7:19903577-19921159	ENSMUSG00000040511	Pvr	protein_coding	[19903578]	1	39	5	5	6	2	2	3	1	15
7	-	chr7:17031506-17062426	ENSMUSG00000004328	Hif3a	protein_coding	[17030992]	1	131	6	31	16	20	12	23	13	10
3	-	chr3:116109948-116129687	ENSMUSG00000027962	Vcam1	protein_coding	[116110140]	1	707	64	120	96	57	103	106	84	77
3	+	chr3:116007461-116029016	ENSMUSG00000027963	Extl2	protein_coding	[116029010, 116028871]	2	644	50	121	85	70	82	75	79	82
15	-	chr15:83546796-83555710	ENSMUSG00000048755	Mcat	protein_coding	[83546798]	1	99	5	18	10	11	16	12	12	15
3	+	chr3:114030539-114220717	ENSMUSG00000027966	Col11a1	protein_coding	[114219384, 114220319]	2	190	14	36	22	24	21	27	27	19
3	+	chr3:114904077-115125721	ENSMUSG00000027965	Olfm3	protein_coding	[115125059, 115125247]	2	511	45	79	82	64	61	55	70	55
3	-	chr3:127536713-127553348	ENSMUSG00000027968	Larp7	protein_coding	[127536715]	1	365	22	55	60	37	36	47	62	46
X	+	chrX:99136129-99148990	ENSMUSG00000031217	Efnb1	protein_coding	[99148954]	1	88	7	19	12	13	5	12	14	6
8	+	chr8:92827327-92853416	ENSMUSG00000031740	Mmp2	protein_coding	[92853418]	1	220	15	45	40	26	24	30	26	14
X	-	chrX:98554276-98891024	ENSMUSG00000031214	Ophn1	protein_coding	[98558255]	1	56	3	6	8	10	7	6	9	7
X	+	chrX:96713440-96719387	ENSMUSG00000031210	Gpr165	protein_coding	[96721855]	1	459	25	77	69	53	51	59	72	53
8	+	chr8:93809965-93969387	ENSMUSG00000031748	Gnao1	protein_coding	[93969386, 93969067]	2	4863	326	841	675	556	572	615	652	626
11	+	chr11:100574903-100591728	ENSMUSG00000006782	Cnp	protein_coding	[100581726]	1	658	58	121	83	67	98	75	70	86
1	+	chr1:166379096-166393620	ENSMUSG00000026563	Tada1	protein_coding	[166393617]	1	889	61	167	130	104	101	106	100	120
1	+	chr1:39900912-40026309	ENSMUSG00000026074	Map4k4	protein_coding	[40026304]	1	3587	299	504	498	384	501	399	529	473
1	-	chr1:165865153-166002677	ENSMUSG00000026565	Pou2f1	protein_coding	[165865153]	1	894	70	133	125	105	101	106	120	134
15	-	chr15:102176997-102189042	ENSMUSG00000023044	Csad	protein_coding	[102176999]	1	242	27	49	30	20	26	21	36	33
15	+	chr15:102459027-102462805	ENSMUSG00000023048	Prr13	protein_coding	[102462782]	1	551	41	92	67	85	62	62	75	67
17	+	chr17:48410013-48417265	ENSMUSG00000040771	Oard1	protein_coding	[48417253]	1	177	13	30	31	12	14	16	34	27
3	-	chr3:106502259-106547801	ENSMUSG00000040774	Cept1	protein_coding	[106502986, 106543677]	2	877	58	160	127	103	102	107	115	105
1	-	chr1:54472993-54557683	ENSMUSG00000073678	Pgap1	protein_coding	[54475549, 54473007]	2	2660	221	381	354	268	346	320	399	371
4	+	chr4:126286792-126314329	ENSMUSG00000056174	Col8a2	protein_coding	[126314328]	1	58	2	15	9	7	1	6	10	8
1	+	chr1:55088131-55091306	ENSMUSG00000073676	Hspe1	protein_coding	[55091237]	1	1066	81	187	163	100	123	124	143	145
1	-	chr1:193272160-193273216	ENSMUSG00000009633	G0s2	protein_coding	[193272160]	1	141	9	27	21	13	18	12	28	13
5	+	chr5:143817787-143904250	ENSMUSG00000029613	Eif2ak1	protein_coding	[143902715]	1	116	8	19	17	12	19	14	13	14
5	-	chr5:143902703-143909846	ENSMUSG00000029610	Aimp2	protein_coding	[143902704]	1	940	84	172	121	106	113	103	98	143
5	-	chr5:121428589-121452505	ENSMUSG00000029616	Erp29	protein_coding	[121444753]	1	2699	184	519	382	298	337	349	316	314
5	-	chr5:143987908-144014876	ENSMUSG00000029617	Ccz1	protein_coding	[143987915]	1	835	60	153	141	99	83	104	88	107
2	-	chr2:112631354-113217095	ENSMUSG00000057378	Ryr3	protein_coding	[113095587]	1	46	5	10	7	2	3	6	6	7
X	-	chrX:150806369-150814344	ENSMUSG00000025268	Maged2	protein_coding	[150806422]	1	2869	199	488	409	347	347	377	330	372
X	-	chrX:150983140-151017321	ENSMUSG00000025266	Gnl3l	protein_coding	[150983140]	1	2485	191	385	370	272	347	277	313	330
X	+	chrX:151046149-151089520	ENSMUSG00000025265	Fgd1	protein_coding	[151089107]	1	54	2	9	4	10	6	8	3	12
X	-	chrX:151087093-151096542	ENSMUSG00000025264	Tsr2	protein_coding	[151087094]	1	169	11	34	22	24	19	21	22	16
1	+	chr1:9798106-9900844	ENSMUSG00000025915	Sgk3	protein_coding	[9899847]	1	35	5	6	4	4	2	5	4	5
1	-	chr1:10024600-10038167	ENSMUSG00000025917	Cops5	protein_coding	[10024833]	1	1731	134	331	245	207	222	245	180	167
X	+	chrX:152001844-152004441	ENSMUSG00000025260	Hsd17b10	protein_coding	[152004438]	1	371	24	65	46	46	56	42	48	44
17	-	chr17:33241518-33255039	ENSMUSG00000094441	Zfp955a	protein_coding	[33239718]	1	572	35	97	81	71	63	60	73	92
14	+	chr14:122475434-122479851	ENSMUSG00000061524	Zic2	protein_coding	[122480327]	1	1155	75	220	208	128	120	159	112	133
5	-	chr5:107744794-107875106	ENSMUSG00000011831	Evi5	protein_coding	[107744798]	1	447	35	66	60	45	46	64	70	61
8	+	chr8:4166566-4211256	ENSMUSG00000011832	Evi5l	protein_coding	[4208045]	1	888	74	117	119	96	104	91	142	145
8	+	chr8:4253101-4256218	ENSMUSG00000011837	Snapc2	protein_coding	[4256218]	1	508	37	103	66	60	64	58	66	54
11	+	chr11:3895239-3901295	ENSMUSG00000047205	Dusp18	protein_coding	[3900856, 3901295]	2	454	38	83	55	54	66	53	49	56
13	+	chr13:119606649-119610457	ENSMUSG00000094114	Gm21967	protein_coding	[119610457]	1	66	4	13	5	4	14	12	6	8
19	-	chr19:18579327-18631788	ENSMUSG00000024725	Ostf1	protein_coding	[18580994, 18580812]	2	215	11	40	41	19	20	29	24	31
3	+	chr3:96162003-96171717	ENSMUSG00000045934	Mtmr11	protein_coding	[96171712]	1	83	5	14	10	7	13	15	11	8
4	+	chr4:126058564-126092194	ENSMUSG00000042616	Oscp1	protein_coding	[126092196]	1	51	1	8	7	2	4	12	10	7
12	-	chr12:58264719-58269257	ENSMUSG00000045930	Clec14a	protein_coding	[58267107]	1	55	7	11	10	5	5	7	5	5
3	+	chr3:89436705-89450951	ENSMUSG00000042613	Pbxip1	protein_coding	[89450942]	1	382	34	70	47	47	51	54	31	48
19	+	chr19:34550693-34576418	ENSMUSG00000045932	Ifit2	protein_coding	[34576522]	1	50	7	0	11	6	4	9	6	7
9	+	chr9:91362412-91389347	ENSMUSG00000036972	Zic4	protein_coding	[91389271]	1	257	14	38	35	29	32	36	37	36
1	+	chr1:17601900-17630938	ENSMUSG00000067780	Pi15	protein_coding	[17630931]	1	64	7	8	6	13	6	12	6	6
8	+	chr8:79711819-79777320	ENSMUSG00000036977	Anapc10	protein_coding	[79779633, 79775346]	2	324	21	54	49	34	33	42	43	48
2	-	chr2:157556361-157571273	ENSMUSG00000067787	Blcap	protein_coding	[157556362]	1	3403	230	593	507	415	405	456	409	388
1	-	chr1:119907889-119913207	ENSMUSG00000036975	Tmem177	protein_coding	[119909710]	1	59	1	13	7	6	9	10	9	4
19	+	chr19:20601960-20643461	ENSMUSG00000053279	Aldh1a1	protein_coding	[20643460]	1	55	8	17	4	3	6	7	5	5
13	+	chr13:34037640-34074073	ENSMUSG00000038286	Bphl	protein_coding	[34074070]	1	158	15	26	14	11	30	22	27	13
6	-	chr6:28661830-28831746	ENSMUSG00000049939	Lrrc4	protein_coding	[28828132, 28827903]	2	1070	77	185	169	127	130	147	121	114
11	-	chr11:42130938-42182929	ENSMUSG00000010803	Gabra1	protein_coding	[42131485]	1	68	4	18	12	6	4	11	6	7
19	+	chr19:58670364-58681785	ENSMUSG00000046008	Pnlip	protein_coding	[58681785]	1	48	3	5	3	3	7	6	12	9
6	-	chr6:83051265-83055272	ENSMUSG00000068329	Htra2	protein_coding	[83051283]	1	298	24	67	40	32	23	34	37	41
6	+	chr6:83054520-83057807	ENSMUSG00000068328	Aup1	protein_coding	[83057679]	1	396	43	72	49	48	49	50	48	37
16	-	chr16:63543537-63864157	ENSMUSG00000052504	Epha3	protein_coding	[63543537]	1	123	4	26	17	16	10	18	17	15
11	+	chr11:115564433-115583984	ENSMUSG00000020739	Nup85	protein_coding	[115583896]	1	155	7	26	26	23	23	15	20	15
11	-	chr11:115490419-115491861	ENSMUSG00000020736	Nt5c	protein_coding	[115490421]	1	90	14	9	10	13	9	5	16	14
11	-	chr11:115497352-115514386	ENSMUSG00000020737	Hn1	protein_coding	[115498031]	1	3362	229	509	525	375	403	391	471	459
2	-	chr2:66270777-66440839	ENSMUSG00000064329	Scn1a	protein_coding	[66270781]	1	358	32	58	43	47	40	49	48	41
3	-	chr3:100562207-100685502	ENSMUSG00000008763	Man1a2	protein_coding	[100562207]	1	964	62	149	137	106	101	121	159	129
4	-	chr4:21757381-21767211	ENSMUSG00000028251	Tstd3	protein_coding	[21757382]	1	179	17	22	29	13	16	25	29	28
1	-	chr1:4773205-4785738	ENSMUSG00000033845	Mrpl15	protein_coding	[4776377]	1	476	36	87	64	49	51	67	61	61
4	+	chr4:21727700-21759921	ENSMUSG00000028252	Ccnc	protein_coding	[21750545]	1	199	13	27	35	18	27	28	22	29
7	-	chr7:114631479-114636356	ENSMUSG00000030669	Calca	protein_coding	[114631485]	1	281	21	60	42	22	34	26	38	38
10	+	chr10:74967176-75016906	ENSMUSG00000040009	Gnaz	protein_coding	[75016903]	1	523	40	92	80	57	57	64	65	68
12	-	chr12:104925500-104926141	ENSMUSG00000100975	Gm28875	lincRNA	[104925501]	1	79	5	17	14	10	12	10	5	6
7	-	chr7:40818475-40900936	ENSMUSG00000100600	A230077H06Rik	antisense	[40849154]	1	103	10	14	17	12	13	14	11	12
14	+	chr14:54426908-54429755	ENSMUSG00000010406	Mrpl52	protein_coding	[54429744]	1	787	48	120	140	95	85	95	109	95
10	-	chr10:89574019-89621252	ENSMUSG00000019935	Slc17a8	protein_coding	[89574020]	1	29	2	5	3	6	5	5	1	2
11	+	chr11:52098680-52127777	ENSMUSG00000020349	Ppp2ca	protein_coding	[52122736, 52122610, 52124458, 52123390]	4	3658	280	600	492	398	445	476	481	486
2	-	chr2:144542264-144550868	ENSMUSG00000027428	Rbbp9	protein_coding	[144542265]	1	262	18	46	44	30	22	33	37	32
2	+	chr2:144527717-144541994	ENSMUSG00000027427	Polr3f	protein_coding	[144541992]	1	434	36	70	53	52	52	46	54	71
11	+	chr11:49244190-49263029	ENSMUSG00000020346	Mgat1	protein_coding	[49263018]	1	921	74	167	134	105	126	114	100	101
14	-	chr14:15357518-15438986	ENSMUSG00000045201	Lrrc3b	protein_coding	[15357520]	1	238	20	33	36	30	27	27	39	26
2	+	chr2:144270662-144281226	ENSMUSG00000027424	Mgme1	protein_coding	[144280512]	1	92	8	11	19	17	12	10	8	7
2	-	chr2:144250122-144270905	ENSMUSG00000027423	Snx5	protein_coding	[144250125, 144250533]	2	2726	202	490	365	292	382	376	304	315
7	-	chr7:83879872-83884304	ENSMUSG00000070462	Mesdc1	protein_coding	[83881520, 83880729]	2	500	37	95	73	54	47	55	81	58
4	-	chr4:11261314-11322136	ENSMUSG00000045205	Dpy19l4	protein_coding	[11261314]	1	318	31	52	42	34	40	36	46	37
14	-	chr14:54541784-54554360	ENSMUSG00000022177	Haus4	protein_coding	[54541785]	1	110	6	12	24	9	20	11	13	15
10	+	chr10:128499363-128504241	ENSMUSG00000097353	A430046D13Rik	lincRNA	[128502962]	1	131	10	24	16	17	20	21	14	9
14	+	chr14:54464163-54471496	ENSMUSG00000022175	Lrp10	protein_coding	[54470278]	1	240	22	48	30	17	30	31	36	26
9	+	chr9:98986372-99002020	ENSMUSG00000032463	Faim	protein_coding	[99002017]	1	361	24	48	61	35	49	40	59	45
9	-	chr9:99036653-99140620	ENSMUSG00000032462	Pik3cb	protein_coding	[99038401]	1	126	13	24	19	12	24	8	14	12
9	+	chr9:99575798-99584500	ENSMUSG00000032469	Dbr1	protein_coding	[99583944, 99584343]	2	207	13	30	30	24	25	33	31	21
9	-	chr9:99478371-99568898	ENSMUSG00000032468	Armc8	protein_coding	[99519978, 99518812, 99480094, 99478391]	4	1545	125	245	217	176	198	201	187	196
6	+	chr6:48504336-48534831	ENSMUSG00000107476	Zfp862-ps	transcribed_unitary_pseudogene	[48534830]	1	341	26	51	56	30	36	40	48	54
13	+	chr13:42680622-43138525	ENSMUSG00000054728	Phactr1	protein_coding	[42757838]	1	65	3	15	8	7	13	8	4	7
14	+	chr14:32513520-32580988	ENSMUSG00000054051	Ercc6	protein_coding	[32578496, 32580988]	2	95	2	20	10	11	10	15	16	11
6	+	chr6:128399295-128416426	ENSMUSG00000001520	Nrip2	protein_coding	[128408930]	1	63	5	7	5	11	9	9	12	5
6	-	chr6:128321160-128355850	ENSMUSG00000001521	Tulp3	protein_coding	[128321165]	1	219	27	43	28	19	30	30	21	21
4	-	chr4:156229043-156234856	ENSMUSG00000078484	Klhl17	protein_coding	[156229341]	1	120	9	18	16	12	12	15	19	19
7	+	chr7:130936110-130985659	ENSMUSG00000006205	Htra1	protein_coding	[130985656]	1	276	29	76	34	24	24	41	31	17
18	+	chr18:33794891-33795985	ENSMUSG00000087590	Epb4.1l4aos	lincRNA	[33795987]	1	565	45	100	79	55	64	52	82	88
3	+	chr3:146852366-146984008	ENSMUSG00000036745	Ttll7	protein_coding	[146984005]	1	199	14	24	34	29	23	24	26	25
12	+	chr12:103310974-103317064	ENSMUSG00000096753	Fam181a	protein_coding	[103317064]	1	66	4	16	7	8	6	10	8	7
17	+	chr17:79051905-79090242	ENSMUSG00000024084	Qpct	protein_coding	[79090217]	1	100	9	17	17	10	9	10	16	12
17	+	chr17:64600735-64755109	ENSMUSG00000024085	Man2a1	protein_coding	[64755109]	1	315	30	47	58	33	33	37	47	30
17	-	chr17:78919005-78937069	ENSMUSG00000024081	Cebpz	protein_coding	[78919005]	1	65	3	10	11	10	7	6	8	10
17	+	chr17:78937134-78948051	ENSMUSG00000024082	Ndufaf7	protein_coding	[78947499, 78947165]	2	260	20	51	40	38	35	24	34	18
1	-	chr1:138851982-138856851	ENSMUSG00000079283	2310009B15Rik	protein_coding	[138851986]	1	106	4	14	15	12	12	17	16	16
19	-	chr19:10857821-10869939	ENSMUSG00000024736	Tmem132a	protein_coding	[10857832]	1	817	70	147	111	101	82	99	118	89
19	+	chr19:10895230-10909558	ENSMUSG00000024735	Prpf19	protein_coding	[10905528]	1	2758	195	559	352	325	339	407	277	304
19	+	chr19:5637482-5648129	ENSMUSG00000024927	Rela	protein_coding	[5648128]	1	396	23	73	52	46	44	50	51	57
12	-	chr12:12936095-12941913	ENSMUSG00000037169	Mycn	protein_coding	[12936098]	1	446	35	81	78	44	50	46	56	56
7	-	chr7:89917528-89941198	ENSMUSG00000062797	l7Rn6	protein_coding	[89918688, 89917529]	2	376	20	66	58	50	44	46	49	43
11	+	chr11:103966738-103985336	ENSMUSG00000062421	Arf2	protein_coding	[103985333]	1	1539	108	276	208	175	183	204	163	222
7	+	chr7:45924071-45948955	ENSMUSG00000040189	Ccdc114	protein_coding	[45948960]	1	50	2	7	11	4	7	7	4	8
9	+	chr9:57560943-57588796	ENSMUSG00000040188	Scamp2	protein_coding	[57588796]	1	256	18	42	25	33	37	30	34	37
9	-	chr9:21907490-21918191	ENSMUSG00000019066	Rab3d	protein_coding	[21909025, 21907499]	2	99	8	21	14	9	7	21	9	10
